,Top_1_name,Top_2_name,Top_1_count,Top_2_count
Space_Shuttle_Columbia,United States,Mexico,4,2
Space_Shuttle_Columbia_disaster,Israel,India,2,2
Space_Shuttle_Endeavour,United States,,2,
Space_Shuttle_program,Russia,,2,
Space_station,,,,
Space_suit,Russia,,2,
Spain,Spain,Morocco,154,13
Spanish_Armada,Spain,Ireland,13,12
Spanish_conquest_of_the_Inca_Empire,Peru,Spain,22,5
Spanish_Inquisition,Spain,France,35,4
Spanish_language,Spain,Argentina,31,11
Sparrow,Australia,,3,
Sparrowhawk,,,,
Speaker_of_the_British_House_of_Commons,United Kingdom,,2,
Speaker_of_the_United_States_House_of_Representatives,United States,Jersey,7,5
Special_relativity,,,,
Speech_synthesis,,,,
Speed_of_light,,,,
Sperm_Whale,Dominica,Mexico,3,2
Sphere,,,,
Spherical_aberration,,,,
Spider,Brazil,Malaysia,2,2
Spinosaurus,Egypt,,3,
Spirit_of_the_American_Doughboy,Georgia,India,3,2
Spix%27s_Macaw,Brazil,,2,
Split_infinitive,,,,
Sponsorship_Directdebit,,,,
Sport,Greece,Egypt,3,2
Spotted_Flycatcher,,,,
Spring_%28season%29,,,,
Spring_Heeled_Jack,,,,
Sputnik_1,Russia,,4,
Sputnik_2,Australia,Russia,2,2
Sputnik_program,Russia,,2,
Spyware,,,,
Squash_%28sport%29,Australia,Pakistan,6,3
SR-71_Blackbird,United States,,6,
Sri_Lanka,Sri Lanka,India,110,23
Sri_Lankan_Civil_War,Sri Lanka,India,83,33
Stage_%28theatre%29,,,,
Stag_beetle,,,,
Stained_glass,France,Germany,7,3
Stanis%C5%82aw_Koniecpolski,Ukraine,Lithuania,10,7
Stanis%C5%82aw_Lem,Poland,Ukraine,11,2
Stanley%2C_Falkland_Islands,Falkland Islands,,9,
Stanley_Baldwin,India,United Kingdom,5,4
Star,,,,
StarCraft,South Korea,United States,5,5
Stargate_SG-1,Canada,Australia,4,4
Starling,Australia,,2,
Starship_Troopers,United States,Japan,7,2
Star_anise,Japan,China,3,2
Star_Fox__Assault,Japan,,2,
Star_Trek,Canada,United States,2,2
Star_Trek__Deep_Space_Nine,United States,,4,
Star_Trek__The_Original_Series,United States,Russia,4,2
Star_Wars,Vietnam,Germany,2,2
Star_Wars_Episode_IV__A_New_Hope,Canada,Japan,4,4
Statistics,,,,
Statue_of_Zeus_at_Olympia,,,,
Steam_engine,Sweden,,2,
Steel,Egypt,China,7,4
Stefan_Edberg,Australia,United States,25,14
Stegosaurus,China,France,2,2
Stem_cell,,,,
Stephen_Harper,Canada,Israel,26,10
Stephen_Hawking,United States,China,2,2
Stephen_Jay_Gould,,,,
Stephen_of_England,,,,
Stephen_Trigg,Israel,,2,
Steve_Davis,,,,
Stickleback,Faroe Islands,,2,
Still_Game,France,Canada,3,3
Stingray,Jordan,Georgia,3,2
Stock,,,,
Stockholm,Sweden,Finland,17,2
Stock_car_%28rail%29,United States,,5,
Stoicism,,,,
Stonehenge,Ireland,,5,
Stone_Age,France,India,5,3
Storm_of_October_1804,Canada,Jersey,3,2
Stornoway,Canada,,2,
Stourbridge_Lion,United States,,2,
Strait_of_Malacca,Malaysia,China,6,5
Stratford-upon-Avon,,,,
String_theory,,,,
Stroke,,,,
Strontium,,,,
Struthiomimus,Canada,,2,
Stuttering,,,,
Stuttgart,Germany,Russia,21,3
Styracosaurus,Poland,,2,
St_Buryan,,,,
St_Michael%27s_Mount,,,,
St_Paul%27s_Cathedral,,,,
Sub-Saharan_Africa,Guinea,Zimbabwe,3,2
Suburbs_of_Johannesburg,South Africa,,13,
Sucre,Bolivia,,7,
Sudan,Sudan,Chad,146,36
Sudanic_languages,Sudan,Niger,13,3
Sudoku,Japan,France,11,3
Suez_Canal,Egypt,Israel,26,7
Suffrage,United Kingdom,New Zealand,8,5
Sugar,India,Brazil,9,8
Sugarcane,Australia,Brazil,5,4
Sugar_beet,France,Russia,4,3
Suikinkutsu,Japan,,13,
Suleiman_the_Magnificent,Hungary,Malta,16,6
Sulfur,United States,New Zealand,3,3
Sulfuric_acid,,,,
Sultan,Oman,Malaysia,8,5
Sumac,Mexico,,3,
Sumatra,India,Indonesia,5,5
Sumer,Egypt,Iraq,5,3
Summer,,,,
Summer_Hill%2C_New_South_Wales,Australia,,9,
Sumo,Japan,Mongolia,27,3
Sun,Mexico,,3,
Sundew,Australia,Germany,14,2
Sunflower,China,Russia,3,3
Sunlight,,,,
Sunol_Water_Temple,,,,
Sunset_Boulevard_%281950_film%29,United States,Poland,3,2
Sun_Tzu,,,,
Sun_Yat-sen,China,Japan,53,14
Superconductivity,,,,
Superman,Jordan,,2,
Supermarine_Spitfire,Australia,Israel,7,6
Super_14,New Zealand,South Africa,46,42
Super_Bowl_XL,United States,Spain,4,3
Super_Chief,India,Mexico,5,3
Super_Mario_64,Japan,,3,
Super_Mario_Bros.,Japan,United States,17,2
Supply_and_demand,,,,
Supply_chain_management,,,,
Supreme_Court_of_the_United_States,United States,Georgia,34,5
Suriname,Suriname,Netherlands,49,13
Surtsey,Iceland,,12,
Sustainable_forestry,,,,
Sutton_Hoo,Sweden,Syria,7,2
Svalbard,Russia,Norway,12,11
Svart%C3%A1lfar,,,,
Swallow,,,,
Swan,Australia,India,4,3
Swastika,India,Germany,28,17
Swaziland,South Africa,Mozambique,11,3
Sweden,Sweden,Norway,161,16
Swedish_allotment_system,Sweden,Russia,12,4
Swift,,,,
Swissair_Flight_111,,,,
Swiss_Federal_Council,Switzerland,,9,
Switzerland,Switzerland,Austria,70,8
Sydney,Australia,China,39,4
Sydney_Newman,Canada,,12,
Sydney_Riot_of_1879,Australia,,27,
Sylvanus_Morley,Mexico,United States,13,4
Symmetry,India,China,2,2
Synthesizer,Japan,,8,
Syria,Syria,Israel,202,20
T-34,Russia,Poland,7,4
T._D._Judah,,,,
T._S._Eliot,United Kingdom,Georgia,2,2
Tacitean_studies,Jordan,France,3,2
Tagoi_language,,,,
Taipei,Taiwan,Japan,34,10
Taiwan,Taiwan,Japan,172,53
Tajikistan,Tajikistan,Russia,57,13
Taj_Mahal,India,Iran,21,3
Talc,Australia,,3,
Tamarind,India,Mexico,5,4
Tamil_language,India,Sri Lanka,19,13
Tamil_people,India,Sri Lanka,44,39
Tank,Russia,Germany,7,5
Tansy,,,,
Tantalum,Australia,,2,
Tanzania,Tanzania,Niger,74,20
Taoism,China,Taiwan,17,7
Tao_Te_Ching,,,,
Tarragon,Russia,,2,
Tashkent,Russia,Uzbekistan,22,8
Tasmanian_Devil,Australia,,9,
Tawny_Owl,,,,
Tay-Sachs_disease,Israel,,6,
Tay_Rail_Bridge,,,,
Tea,Japan,China,38,30
Technetium,Japan,,3,
Technology,Egypt,Belgium,2,2
Tehran,Iran,Jordan,41,5
Telecommunication,United States,Iceland,5,2
Telephone,Sweden,United States,2,2
Telephone_exchange,United States,,2,
Telescope,Spain,,2,
Television,France,Germany,4,3
Tellurium,Romania,,2,
Tel_Aviv,Israel,Germany,37,4
Temperate,,,,
Temple_of_Artemis,Turkey,,4,
Templon,Russia,United States,2,2
Tennis,United States,Australia,8,7
Tennis_Masters_Cup,United States,Germany,49,22
Tenzing_Norgay,Nepal,India,4,4
Tenzin_Gyatso%2C_14th_Dalai_Lama,China,India,17,12
Terbium,,,,
Terik,,,,
Tern,,,,
Terrorism,Israel,Russia,5,4
TeX,,,,
Textile,Pakistan,,2,
TGV,France,Belgium,20,9
Thailand,Thailand,China,55,4
Thalassemia,India,Pakistan,4,2
Thallium,Russia,China,2,2
Theatre,India,United Kingdom,6,4
Theatre_in_the_round,,,,
Theatre_Royal%2C_Drury_Lane,,,,
Theodore_Roosevelt,Panama,Colombia,16,14
Therizinosaurus,Mongolia,,2,
Thermodynamics,,,,
Thermodynamic_temperature,,,,
Theropoda,,,,
Theta,Egypt,,3,
The_Absent-Minded_Beggar,South Africa,,2,
The_Adventures_of_Tintin,Belgium,China,14,6
The_Anarchy,,,,
The_Ashes,Australia,South Africa,113,6
The_Bahamas,Bahamas,United States,28,4
The_Beano,,,,
The_Beatles,Australia,Canada,25,24
The_Beatles_discography,Canada,,7,
The_Blitz,,,,
The_Broads,,,,
The_Brothers_Karamazov,Russia,,12,
The_Canadian,Canada,,5,
The_Cantos,France,Italy,8,7
The_Catcher_in_the_Rye,United States,,3,
The_Catlins,New Zealand,,18,
The_Cat_in_the_Hat,,,,
The_Championships%2C_Wimbledon,Australia,,5,
The_Children%27s_Machine,Cambodia,United States,5,3
The_Country_Wife,,,,
The_Count_of_Monte_Cristo,France,,3,
The_Curious_Incident_of_the_Dog_in_the_Night-time,,,,
The_Dandy,,,,
The_Fairy-Queen,,,,
The_Famous_Five_%28characters%29,New Zealand,Australia,2,2
The_Fens,,,,
The_Frogs,,,,
The_Gambia,Gambia,Senegal,50,5
The_Godfather,Canada,United States,7,4
The_Great_Exhibition,,,,
The_Hague,Netherlands,Indonesia,11,3
The_Hitchhiker%27s_Guide_to_the_Galaxy,Canada,United States,5,5
The_Hobbit,Croatia,Vietnam,3,2
The_Holocaust,Germany,Poland,31,14
The_Illuminatus%21_Trilogy,United States,Mali,3,2
The_Importance_of_Being_Earnest,Japan,,2,
The_Iron_Bridge,,,,
The_King%27s_Regiment_%28Liverpool%29,India,France,11,8
The_Last_Supper_%28Leonardo%29,Italy,Poland,2,2
The_Legend_of_Zelda_series,Japan,,14,
The_Lion%2C_the_Witch_and_the_Wardrobe,,,,
The_Lion_King,,,,
The_Lorax,United States,,2,
The_Lord_of_the_Rings,United Kingdom,United States,3,3
The_Lord_of_the_Rings_film_trilogy,New Zealand,,10,
The_Magic_Flute,,,,
The_Marriage_of_Figaro,,,,
The_Merchant_of_Venice,Malta,,2,
The_Mismeasure_of_Man,Mexico,,2,
The_Old_Man_and_the_Sea,Cuba,,8,
The_Origin_of_Species,United States,,2,
The_Oz_books,Australia,United States,2,2
The_Picture_of_Dorian_Gray,,,,
The_Pilgrim%27s_Progress,,,,
The_Quatermass_Experiment,,,,
The_Relapse,,,,
The_Rime_of_the_Ancient_Mariner,Australia,,4,
The_Rite_of_Spring,Russia,,6,
The_Rolling_Stones,France,New Zealand,3,2
The_Seagull,Russia,,2,
The_Shawshank_Redemption,Mexico,,2,
The_Simpsons,United States,Japan,5,3
The_Smiths,,,,
The_Supremes,,,,
The_Temptations,United Kingdom,United States,2,2
The_Wall_Street_Journal,United States,China,2,2
The_Waste_Land,Israel,Switzerland,2,2
The_West_Wing_%28TV_series%29,United States,Mali,3,2
The_X-Files,Canada,United Kingdom,2,2
Thiamine,,,,
Third_Servile_War,,,,
Thomas_Aquinas,Dominica,Italy,6,2
Thomas_Becket,,,,
Thomas_Cranmer,,,,
Thomas_Edison,Jersey,United States,13,5
Thomas_Gainsborough,,,,
Thomas_Hobbes,,,,
Thomas_Jefferson,United States,France,17,9
Thomas_Malthus,India,Russia,5,2
Thomas_More,,,,
Thomas_Pynchon,Mexico,,2,
Thomas_Samuel_Kuhn,,,,
Thor,Iceland,,5,
Thorax,,,,
Thorium,India,Australia,3,2
Thrasybulus,,,,
Three_Gorges_Dam,China,Taiwan,17,4
Three_Laws_of_Robotics,,,,
Three_Mile_Island_accident,China,,3,
Thrush_%28bird%29,,,,
Thucydides,,,,
Thulium,,,,
Thunderstorm,United States,Netherlands,5,2
Tiananmen_Square_protests_of_1989,China,Taiwan,70,13
Tibet,China,India,56,34
Tide,,,,
Tiger,India,China,19,14
Tiger_shark,,,,
Tiger_Woods,United States,Spain,48,7
Tigris,Iraq,Turkey,11,7
Tijuana,Mexico,United States,24,3
Tiktaalik,Canada,,3,
Timbuktu,Mali,Niger,10,5
Time,Egypt,Greece,2,2
Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,,,,
Time_zone,India,China,5,5
Timken_1111,,,,
Timur,India,Russia,8,5
Tim_Berners-Lee,Finland,,3,
Tim_Henman,Australia,Switzerland,14,7
Tin%28II%29_chloride,,,,
Tin,,,,
Tin_whistle,South Africa,Ireland,3,2
Tiridates_I_of_Armenia,Armenia,,28,
Titanium,Russia,Australia,2,2
Titanosauridae,Argentina,Brazil,12,4
Tobacco,United States,India,9,6
Tobacco_smoking,United States,Australia,12,8
Tofu,Japan,China,27,4
Togo,Togo,Benin,46,5
Tokelau,Tokelau,New Zealand,38,19
Tokyo,Japan,United States,42,5
Toluene,,,,
Tom_and_Jerry_%28MGM%29,Japan,United States,5,4
Tone_cluster,,,,
Tonga,Tonga,New Zealand,122,6
Tony_Blair,Iraq,Israel,32,14
Tooth_development,,,,
Tooth_enamel,,,,
Topology,,,,
Top_of_the_Pops,New Zealand,United States,8,4
Toraja,Indonesia,,13,
Tornado,United States,Canada,19,9
Toronto,Canada,Italy,27,3
Tottenham_Hotspur_F.C.,Ireland,France,8,4
Tourette_syndrome,United States,,2,
Tourism,Peru,Spain,4,4
Tour_de_France,France,Belgium,55,7
Tower_Bridge,United States,,2,
Tower_of_London,France,,2,
Toy,Egypt,Greece,3,2
Toy_Story,United States,,5,
To_Kill_a_Mockingbird,,,,
Trabancos_River,Spain,,3,
Trade_and_usage_of_saffron,Iran,India,9,7
Trade_union,United States,Germany,7,3
Trafalgar_Square,South Africa,Canada,6,5
Train,United Kingdom,Australia,5,4
Trans-Siberian_Railway,Russia,Mongolia,24,17
Transit_of_Venus,Australia,Indonesia,5,4
Transport,Australia,,2,
Trapdoor_spider,Taiwan,China,2,2
Treasure_Island,Israel,,4,
Treaty_of_Devol,Syria,,2,
Treaty_of_Versailles,Germany,France,50,27
Tree,Australia,Denmark,4,2
Treecreeper,,,,
Tree_frog,Japan,Cuba,2,2
Tree_Sparrow,Australia,,2,
Trench_warfare,Australia,Germany,5,4
Triassic,,,,
Triathlon,France,,4,
Tribe,India,United States,2,2
Triceratops,,,,
Trichinosis,United States,,2,
Triggerplant,Australia,,11,
Trigonometric_function,India,,2,
Trigonometry,India,Egypt,5,2
Trimurti,,,,
Trinidad_and_Tobago,Venezuela,India,7,5
Trinity,Egypt,Israel,4,3
Trinity_College%2C_Cambridge,,,,
Trinity_test,Mexico,Japan,4,4
Tripitaka,India,,3,
Tripoli,Libya,Italy,20,3
Triumph_of_the_Will,Germany,United States,15,2
Trobairitz,France,,2,
Trojan_War,Greece,Italy,8,7
Troodon,,,,
Troop_sleeper,United States,India,4,2
Tropical_cyclone,India,Australia,22,14
Tropical_Storm_Allison,Mexico,United States,5,5
Tropical_Storm_Ana_%282003%29,Bermuda,,5,
Tropical_Storm_Bilis_%282006%29,China,Taiwan,18,8
Tropical_Storm_Bonnie_%282004%29,Mexico,Georgia,3,2
Tropical_Storm_Chris_%282006%29,Mexico,Puerto Rico,5,4
Tropical_Storm_Danielle_%281992%29,Jersey,United States,3,3
Tropical_Storm_Delta_%282005%29,Morocco,Algeria,4,2
Tropical_Storm_Franklin_%282005%29,Bermuda,Bahamas,7,5
Tropical_Storm_Harvey_%282005%29,Bermuda,,10,
Tropical_Storm_Henri_%282003%29,Bahamas,Mexico,2,2
Tropical_Storm_Isabel_%281985%29,Puerto Rico,Bahamas,6,4
Tropical_Storm_Larry_%282003%29,Mexico,El Salvador,10,2
Tropical_Storm_Lee_%282005%29,,,,
Tropical_Storm_Leslie_%282000%29,Cuba,Bermuda,5,3
Tropical_Storm_Matthew_%282004%29,Mexico,,2,
Tropical_Storm_Odette_%282003%29,Dominica,Dominican Republic,13,11
Tropical_Storm_Vamei,India,Singapore,6,6
Tropical_Storm_Zeta_%282005%29,,,,
Tropics,Philippines,Madagascar,2,2
Trout,New Zealand,,2,
Trumpet,United States,,2,
Tsar_Bomba,Russia,Cuba,6,2
Tsunami,Japan,India,21,20
Tuatara,New Zealand,,5,
Tuberculosis,Egypt,United States,5,3
Tufted_Duck,,,,
Tuna,Japan,Australia,2,2
Tungsten,China,Portugal,3,2
Tunis,Tunisia,France,10,3
Tunisia,Tunisia,France,63,7
Tupac_Shakur,United States,Jersey,3,2
Turin,Italy,France,14,6
Turkey,Turkey,Cyprus,118,18
Turkey_%28bird%29,Turkey,Australia,28,3
Turkish_literature,Turkey,France,13,3
Turkish_Republic_of_Northern_Cyprus,Cyprus,Turkey,65,13
Turkmenistan,Turkmenistan,Russia,36,13
Turks_and_Caicos_Islands,Bahamas,Canada,8,7
Turmeric,India,,7,
Turner_syndrome,,,,
Turquoise,Egypt,Iran,8,6
Turtle,,,,
Tutsi,Rwanda,Burundi,20,5
Tuvalu,Tuvalu,United States,68,6
Tycho_Brahe,Denmark,,6,
Typewriter,Brazil,,4,
Typhoon_Ewiniar_%282006%29,China,South Korea,10,9
Typhoon_Saomai_%282006%29,China,Taiwan,11,7
Tyrannosaurus,Mongolia,India,2,2
U.S._Navy_Marine_Mammal_Program,Iraq,Vietnam,4,2
U.S._Open_%28tennis%29,Australia,United States,2,2
U.S._Route_66,Mexico,United States,17,2
U.S._state,United States,India,23,9
U2,Ireland,United States,16,3
Ubuntu_%28Linux_distribution%29,,,,
Uffington_White_Horse,,,,
Uganda,Uganda,Niger,83,22
Ukraine,Ukraine,Russia,117,53
Ukulele,,,,
Ulawun,Guinea,Papua New Guinea,4,2
Ultimatum_game,Indonesia,,3,
Ultraviolet,,,,
Uluru,Australia,,7,
Ulysses_S._Grant,United States,Georgia,9,5
Umbrella_Cockatoo,,,,
Underground_%28stories%29,Japan,,13,
Union_Flag,Australia,Ireland,16,13
Union_Station_%28San_Diego%29,United States,Panama,2,2
United_Arab_Emirates,United Arab Emirates,Oman,12,7
United_for_Peace_and_Justice,Iraq,Afghanistan,8,2
United_Kingdom,United Kingdom,Ireland,76,49
United_Kingdom_national_football_team,United Kingdom,Ireland,22,15
United_Malays_National_Organisation,Malaysia,Singapore,58,21
United_Nations,China,Iraq,11,11
United_States,United States,Mexico,117,15
United_States_Bill_of_Rights,United States,Jersey,17,3
United_States_Congress,United States,Puerto Rico,23,2
United_States_Constitution,United States,Jersey,31,2
United_States_Declaration_of_Independence,United States,Vietnam,8,2
United_States_dollar,United States,Panama,24,5
United_States_House_of_Representatives,United States,,15,
United_States_Numbered_Highways,United States,Mexico,7,2
United_States_Senate,United States,,21,
United_States_Virgin_Islands,U.S. Virgin Islands,United States,19,13
Universe,,,,
University,United States,Georgia,5,4
University_of_Bristol,United Kingdom,,2,
University_of_Cambridge,Japan,United Kingdom,3,3
University_of_Chicago,United States,Iran,7,3
University_of_Texas_at_Austin,United States,Mexico,4,2
Unix,,,,
Ununbium,,,,
Ununhexium,,,,
Ununoctium,,,,
Ununpentium,,,,
Ununquadium,,,,
Ununtrium,Japan,,2,
Upsilon_Andromedae,,,,
Upsilon_Andromedae_b,,,,
Upsilon_Andromedae_c,,,,
Upsilon_Andromedae_d,,,,
Uranium,Australia,United States,7,2
Uranus,Georgia,,2,
Urial,,,,
Ursuline_Convent_Riots,,,,
Uruguay,Uruguay,Argentina,75,8
USS_Wisconsin_%28BB-64%29,Japan,Iraq,28,23
Utilitarianism,,,,
Utrecht_%28city%29,Netherlands,Germany,12,2
Uzbekistan,Uzbekistan,Russia,95,14
Vacutainer,,,,
Valpara%C3%ADso,Chile,Germany,26,3
Vampire,Romania,India,11,5
Vampire_bat,,,,
Vanadium,,,,
Vancouver,Canada,Georgia,28,8
Vanilla,Mexico,Réunion,9,9
Vanuatu,Vanuatu,Australia,60,8
Van_Halen,Panama,Mexico,3,2
Varanasi,India,,21,
Vasco_da_Gama,India,Portugal,22,11
Vatican_City,Vatican City,Italy,53,20
Vegetable,,,,
Vegetation,Russia,United States,3,2
Velociraptor,Mongolia,China,12,3
Venezuela,Venezuela,Colombia,98,12
Venn_diagram,,,,
Venus,United States,Japan,3,2
Venus_and_Adonis_%28opera%29,,,,
Vernon_Kell,,,,
Vertebrate,,,,
Vestigial_structure,,,,
Vicia_faba,Greece,,2,
Victoria%2C_Seychelles,Seychelles,,6,
Victoria_Cross,Australia,Canada,12,6
Victoria_of_the_United_Kingdom,Ireland,United Kingdom,20,16
Victor_Hugo,France,Guernsey,13,9
Video,Japan,Canada,4,3
Vienna,Austria,Hungary,29,4
Vietnam,Vietnam,China,182,12
Vietnam_War,Vietnam,Cambodia,282,28
Viking,Ireland,Iceland,18,11
Vinaya,Sri Lanka,,2,
Vincent_van_Gogh,Netherlands,France,8,2
Virgil,Italy,Tunisia,3,2
Virginian_Railway,United States,,4,
Virtuti_Militari,Poland,Russia,30,10
Virus,,,,
Visual_arts,,,,
Vitamin,,,,
Vitamin_C,India,,2,
Vitamin_D,Australia,,2,
Vitus_Bering,Russia,,8,
Vivien_Leigh,Australia,India,6,4
Vladimir_Lenin,Russia,Germany,46,5
Vodafone,Australia,India,10,9
Volcanic_pipe,Australia,,2,
Volcano,Italy,Iceland,4,3
Vole,,,,
Volga_River,Russia,Bulgaria,15,2
Volleyball,Italy,Russia,5,5
Volt,,,,
Voltaire,France,Russia,12,3
Voting,Brazil,,3,
Vowel,Japan,Vietnam,4,3
Voynich_manuscript,Italy,Vietnam,2,2
Vulgar_Latin,Romania,Italy,25,2
Vulture,India,Egypt,3,2
W._Mark_Felt,United States,,9,
Wader,,,,
Waheguru,,,,
Wake_Island,Japan,United States,19,13
Wales,United Kingdom,,6,
Wallaby,Australia,,7,
Wallis_and_Futuna,New Caledonia,France,7,6
Wall_Street,United States,Jersey,5,4
Walrus,Canada,,2,
Walter_Raleigh,Ireland,,5,
Walter_Scott,,,,
Walt_Disney,United States,,4,
Walt_Whitman,Jersey,,3,
War,Japan,,2,
Ward_Cunningham,,,,
Warren_G._Harding,United States,India,11,2
Warsaw,Poland,Russia,35,7
Warsaw_Uprising_%281794%29,Russia,Poland,105,12
Wars_of_Castro,France,,2,
Wars_of_the_Roses,France,Ireland,14,2
War_and_Peace,Russia,,27,
War_in_Somalia_%282006%E2%80%93present%29,Ethiopia,Somalia,92,46
War_of_the_League_of_Cambrai,France,Italy,24,17
War_of_the_Spanish_Succession,Spain,France,42,39
Wasabi,Japan,Australia,14,2
Washington%2C_D.C.,United States,China,13,9
Washington_Metro,Spain,United States,2,2
Washington_streetcars,Georgia,,4,
Wasp,,,,
Waste_management,Israel,Australia,4,4
Watch,Switzerland,,3,
Watchmen,Vietnam,United States,3,3
Water,Israel,Jordan,18,15
Watercolor_painting,Germany,Egypt,3,2
Water_Buffalo,India,Indonesia,4,4
Water_polo,Hungary,Greece,3,2
Water_purification,,,,
Water_resources,India,China,3,2
Watling_Street,,,,
Wave%E2%80%93particle_duality,,,,
Wave,,,,
Wayne_Rooney,Portugal,,5,
Weakest_Link,France,Azerbaijan,7,6
Weapon,,,,
Weasel,,,,
Weather,Antarctica,,2,
Weather_forecasting,Canada,Australia,3,3
Weather_map,United States,,2,
Weed,,,,
Weight_training,,,,
Weimar_Republic,Germany,Russia,52,5
Welding,Russia,,2,
Wellington,New Zealand,Australia,35,2
Welsh_law,Ireland,,4,
Wernher_von_Braun,Germany,United States,9,7
Wessex,,,,
Western_Front_%28World_War_I%29,France,Belgium,19,10
Western_painting,Egypt,Greece,12,8
Western_Roman_Empire,Italy,,9,
Western_Sahara,Morocco,Western Sahara,45,38
Westminster_Abbey,France,,2,
Westminster_System,Australia,Ireland,11,5
Weston-super-Mare,,,,
Westport_Country_Playhouse,,,,
West_Bank,Israel,Jordan,133,38
West_Flemish,Belgium,France,2,2
West_Virginia,United States,India,9,4
Weyauwega_derailment,,,,
Weymouth,Georgia,United Kingdom,5,3
Weyto_language,,,,
Whale,Vietnam,,2,
Whale_shark,Philippines,Georgia,3,3
Whale_song,,,,
Wheat,United States,India,4,3
Where_Did_Our_Love_Go,,,,
Whipworm,,,,
White%27s_Tree_Frog,Australia,Guinea,17,4
White-tailed_Eagle,Netherlands,,2,
Whitethroat,,,,
White_cliffs_of_Dover,France,,3,
White_Mountain_art,,,,
White_Wagtail,Japan,,2,
Whitney_Joins_The_JAMs,,,,
Whooping_Crane,,,,
Wigeon,,,,
Wikimedia_Foundation,,,,
Wikinews,,,,
Wikipedia,Japan,United States,5,3
Wikipedia_Text_of_the_GNU_Free_Documentation_License,,,,
Wikisource,,,,
Wikispecies,,,,
Wildebeest,,,,
Wild_cat,India,Turkey,4,2
Willem_Barents,,,,
William_and_Mary,,,,
William_Butler_Yeats,Ireland,Sweden,6,2
William_Edington,,,,
William_Ewart_Gladstone,Ireland,United Kingdom,7,6
William_Gilbert,,,,
William_Gladstone,Ireland,United Kingdom,7,6
William_Harvey,,,,
William_Henry_Harrison,India,United States,9,4
William_Hogarth,France,,2,
William_Howard_Taft,United States,Philippines,26,7
William_III_of_England,France,Ireland,24,20
William_II_of_England,France,,6,
William_IV_of_the_United_Kingdom,United Kingdom,Germany,10,4
William_I_of_England,France,,3,
William_Mahone,,,,
William_McKinley,United States,Philippines,5,4
William_N._Page,,,,
William_Pitt_the_Younger,India,Ireland,7,6
William_Renshaw,United Kingdom,,8,
William_Shakespeare,,,,
William_Tecumseh_Sherman,Georgia,United States,18,10
William_the_Silent,Netherlands,Spain,33,3
William_Thomson%2C_1st_Baron_Kelvin,Brazil,Ireland,3,2
William_Wilberforce,India,France,5,3
Wind,Canada,Italy,3,3
Windows_2000,,,,
Windows_Vista,Canada,,2,
Windows_XP,,,,
Windsor_Castle,France,,2,
Wine,Italy,France,42,39
Winfield_Scott_%28ship%29,Panama,United States,10,2
Winfield_Scott_Hancock,United States,,2,
Winston_Churchill,India,United Kingdom,10,7
Winston_Tunnel,,,,
Winter,Russia,Germany,3,2
Witold_Pilecki,Poland,Russia,14,4
Wolfgang_Amadeus_Mozart,Austria,Italy,10,3
Wolf_Brother,,,,
Wolverine,United States,,2,
Wombat,Australia,,8,
Women%27s_rights,Egypt,India,5,2
Wood,Netherlands,,2,
Woodpecker,,,,
Woodrow_Wilson,United States,Germany,14,10
Woodruff,Germany,,2,
Woodworking,Egypt,Germany,7,5
Wood_fuel,United States,,4,
Wood_Pigeon,,,,
WorkChoices,Australia,,45,
Working_poor,United States,,5,
Work_%28thermodynamics%29,,,,
World_Bank_Group,Indonesia,United States,4,4
World_Health_Organization,China,Egypt,4,4
World_Heritage_Site,France,Australia,17,7
World_Trade_Organization,Singapore,Uruguay,7,5
World_War_I,Germany,Russia,75,62
World_War_II,Japan,Germany,162,85
World_Wide_Web,Switzerland,,2,
Worm,,,,
Wowpurchase,,,,
Wren,Faroe Islands,,2,
Wrench,,,,
Wrestling,Mongolia,United States,2,2
Wright_brothers,France,India,7,4
Writing,Egypt,China,4,4
WTA_Tour_Championships,United States,Germany,30,9
Wyndham_Robertson,,,,
X-Men__The_Last_Stand,Canada,United States,4,3
Xanadu_House,,,,
Xenon,,,,
X_Window_core_protocol,,,,
X_Window_System,,,,
X_Window_System_protocols_and_architecture,,,,
Yagan,Australia,United Kingdom,20,6
Yak,Nepal,India,2,2
Yamoussoukro,,,,
Yangtze_River,China,,23,
Yarralumla%2C_Australian_Capital_Territory,Australia,India,14,3
Yeast,Egypt,Australia,2,2
Yellowhammer,New Zealand,,2,
Yellowstone_National_Park,United States,Mexico,4,2
Yellow_fever,Haiti,United States,5,5
Yellow_River,China,Mongolia,14,4
Yemen,Yemen,Saudi Arabia,109,20
Yenisei_River,Mongolia,Russia,6,4
Yes_Minister,Australia,,2,
Yeti,Bhutan,Nepal,2,2
Yom_Kippur_War,Israel,Egypt,176,107
York,Ghana,France,2,2
Yorkshire_Dales,,,,
Yotsuya_Kaidan,Japan,,9,
You%27re_Still_the_One,Australia,Netherlands,4,3
Ytterbium,,,,
Yttrium,,,,
Yugoslavia,Serbia,Croatia,75,64
Yungay%2C_Peru,Peru,,7,
Yuri_Gagarin,Russia,Germany,9,2
Yuri_Knorosov,Russia,Mexico,10,6
Z%C3%BCrich,Switzerland,,9,
Zachary_Taylor,Mexico,United States,8,4
Zambezi,Zambia,Mozambique,26,9
Zambia,Zambia,Niger,112,19
