,Top_1_name,click_count,num_links_in,name_links_in,num_links_out,name_links_out
William_McKinley,united states,41,15.0,"['Benjamin_Harrison', 'Bill_Clinton', 'Cuba', 'Galveston_Hurricane_of_1900', 'Grover_Cleveland', 'History_of_Puerto_Rico', 'John_F._Kennedy', 'John_F._Kennedy_assassination', 'Manifest_Destiny', 'Mount_Rainier', 'President_of_the_United_States', 'Theodore_Roosevelt', 'Warren_G._Harding', 'William_Howard_Taft', 'Woodrow_Wilson']",17.0,"['American_Civil_War', 'Anarchism', 'California', 'Caribbean_Sea', 'Cuba', 'Grover_Cleveland', 'Guam', 'Parrot', 'Philippines', 'President_of_the_United_States', 'Puerto_Rico', 'Rutherford_B._Hayes', 'Spain', 'Supreme_Court_of_the_United_States', 'Theodore_Roosevelt', 'United_States_House_of_Representatives', 'Wake_Island']"
William_N._Page,united states,4,2.0,"['Henry_H._Rogers', 'Virginian_Railway']",20.0,"['American_Civil_War', 'American_Revolutionary_War', 'Andrew_Carnegie', 'Coal', 'France', 'Henry_H._Rogers', 'Iron', 'Italy', 'Mark_Twain', 'New_York_City', 'Pennsylvania_Railroad', 'Richmond%2C_Virginia', 'Steel', 'Stroke', 'Theodore_Roosevelt', 'United_States', 'United_States_Congress', 'Victoria_of_the_United_Kingdom', 'Virginian_Railway', 'West_Virginia']"
William_Pitt_the_Younger,united kingdom,13,11.0,"['Battle_of_Austerlitz', 'David_Cameron', 'Edmund_Burke', 'George_III_of_the_United_Kingdom', 'George_IV_of_the_United_Kingdom', 'Harold_Macmillan', 'List_of_Prime_Ministers_of_the_United_Kingdom', 'Robert_Peel', 'Tony_Blair', 'Westminster_Abbey', 'Winston_Churchill']",29.0,"['American_Revolutionary_War', 'Austria', 'Battle_of_Austerlitz', 'British_East_India_Company', 'British_Empire', 'British_House_of_Commons', 'Canada', 'Chennai', 'Church_of_England', 'French_Revolution', 'George_III_of_the_United_Kingdom', 'George_IV_of_the_United_Kingdom', 'Gold', 'Horatio_Nelson%2C_1st_Viscount_Nelson', 'House_of_Lords', 'London', 'Mumbai', 'Napoleon_I_of_France', 'Napoleonic_Wars', 'Order_of_the_Garter', 'Orkney', 'Ottoman_Empire', 'Palace_of_Westminster', 'Prime_Minister_of_the_United_Kingdom', 'Royal_Navy', 'Sweden', 'University_of_Cambridge', 'Westminster_Abbey', 'William_Wilberforce']"
William_Renshaw,united kingdom,15,3.0,"['Bj%C3%B6rn_Borg', 'Pete_Sampras', 'The_Championships%2C_Wimbledon']",4.0,"['Dorset', 'Great_Britain', 'Pete_Sampras', 'The_Championships%2C_Wimbledon']"
William_Shakespeare,,494,144.0,"['16th_century', '17th_century', 'A_Wrinkle_in_Time', 'Abraham_Goldfaden', 'Abraham_Lincoln', 'Achilles', 'Actor', 'Agamemnon', 'Akira_Kurosawa', 'Alice%27s_Adventures_in_Wonderland', 'Andrew_Carnegie', 'Andrew_Robinson', 'Apricot', 'Art', 'Arthur_Sullivan', 'Asp_%28reptile%29', 'Astrology', 'Augustan_literature', 'BBC', 'BBC_television_drama', 'Baroque', 'Ben_Jonson', 'Birmingham', 'Book_of_Common_Prayer', 'Boudica', 'British_monarchy', 'Charles_Dickens', 'Cleopatra_VII', 'Cleopatra_VII_of_Egypt', 'Colley_Cibber', 'Columbus%2C_Ohio', 'Coronation_Street', 'Denmark', 'Dr._Seuss', 'Drama', 'Du_Fu', 'Edward_IV_of_England', 'Elizabeth_I_of_England', 'Elvis_Presley', 'England', 'English_Channel', 'English_language', 'English_poetry', 'Ernest_Hemingway', 'Felix_Mendelssohn', 'Fishing', 'Football', 'Fyodor_Dostoevsky', 'Georg_Cantor', 'Giuseppe_Verdi', 'Globe_Theatre', 'Greek_mythology', 'Henrik_Ibsen', 'Henry_IV_of_England', 'Henry_James', 'Henry_Purcell', 'Henry_VI_of_England', 'Henry_V_of_England', 'Hippocrates', 'Homer', 'International_English', 'Isaac_Brock', 'Italian_Renaissance', 'James_I_of_England', 'Jane_Austen', 'Joan_of_Arc', 'Johann_Sebastian_Bach', 'John_Dee', 'John_Milton', 'John_of_England', 'Leicester', 'Leo_Tolstoy', 'Literature', 'London', 'Louisville%2C_Kentucky', 'Macbeth', 'Macbeth_of_Scotland', 'Magna_Carta', 'Malcolm_III_of_Scotland', 'Michelangelo', 'Miguel_de_Cervantes', 'Miranda_Otto', 'Modern_history', 'Morecambe_and_Wise', 'Morris_dance', 'New_York_City', 'Nottingham', 'Odysseus', 'Old_English_language', 'Opera', 'Oroonoko', 'Paul_McCartney', 'Poetry', 'Pyotr_Ilyich_Tchaikovsky', 'Ran_%28film%29', 'Rapping', 'Real_tennis', 'Recorder', 'Renaissance', 'Richard_III_%28play%29', 'Richard_III_of_England', 'Richard_II_of_England', 'Richard_Nixon', 'Richard_Wagner', 'Roman_Catholic_Church', 'Romeo_and_Juliet', 'Rosemary', 'Royal_National_Theatre', 'S%C3%B8ren_Kierkegaard', 'Samuel_Taylor_Coleridge', 'Scotland_in_the_High_Middle_Ages', 'Serenity_%28film%29', 'Sharon_Tate', 'Split_infinitive', 'Starling', 'Stratford-upon-Avon', 'Summer', 'T._S._Eliot', 'Tawny_Owl', 'Tay_Rail_Bridge', 'The_Cantos', 'The_Fairy-Queen', 'The_Frogs', 'The_Lion_King', 'The_Merchant_of_Venice', 'The_Picture_of_Dorian_Gray', 'The_Seagull', 'Thomas_Cranmer', 'Thomas_More', 'Toronto', 'Tower_of_London', 'Trinity_College%2C_Cambridge', 'Trojan_War', 'Tupac_Shakur', 'United_Kingdom', 'Uranus', 'Venus_and_Adonis_%28opera%29', 'Victor_Hugo', 'Vivien_Leigh', 'Voltaire', 'Wars_of_the_Roses', 'Westminster_Abbey', 'William_Hogarth', 'William_Tecumseh_Sherman']",16.0,"['Actor', 'Ben_Jonson', 'British_Empire', 'Employment', 'England', 'English_language', 'God', 'Language', 'Love', 'Macbeth', 'Miguel_de_Cervantes', 'Poetry', 'Roman_Empire', 'Romanticism', 'Samuel_Taylor_Coleridge', 'Stratford-upon-Avon']"
William_Tecumseh_Sherman,united states,16,6.0,"['Abraham_Lincoln', 'American_Civil_War', 'Atlanta%2C_Georgia', 'History_of_Louisville%2C_Kentucky', 'History_of_South_Carolina', 'Ulysses_S._Grant']",32.0,"['Abraham_Lincoln', 'American_Civil_War', 'Andrew_Johnson', 'Asthma', 'Atlanta%2C_Georgia', 'Blitzkrieg', 'California', 'Erwin_Rommel', 'Florida', 'Gold', 'Julius_Caesar', 'Louisville%2C_Kentucky', 'Mark_Twain', 'Mississippi_River', 'Napoleon_I_of_France', 'New_York_City', 'President_of_the_United_States', 'Property', 'San_Francisco%2C_California', 'Second_Boer_War', 'Slavery', 'South_Africa', 'Southern_United_States', 'Tank', 'Ulysses_S._Grant', 'United_States', 'United_States_Congress', 'United_States_Senate', 'Washington%2C_D.C.', 'William_Shakespeare', 'World_War_II', 'Zachary_Taylor']"
William_the_Silent,netherlands,17,4.0,"['16th_century', 'Habsburg_Spain', 'Philip_II_of_Spain', 'William_III_of_England']",18.0,"['Amsterdam', 'Antwerp', 'Brussels', 'Charles_V%2C_Holy_Roman_Emperor', 'Dutch_language', 'Flanders', 'France', 'French_language', 'Germany', 'Luxembourg', 'Netherlands', 'Philip_II_of_Spain', 'Propaganda', 'Roman_Catholic_Church', 'Siege', 'Spain', 'The_Hague', 'William_III_of_England']"
William_Thomson%2C_1st_Baron_Kelvin,,13,7.0,"['Absolute_zero', 'Electricity', 'Encyclop%C3%A6dia_Britannica', 'Irish_people', 'Thermodynamic_temperature', 'University_of_Cambridge', 'Westminster_Abbey']",51.0,"['19th_century', 'Absolute_zero', 'Albert_Einstein', 'Alternating_current', 'Astronomy', 'Belfast', 'Charles_Babbage', 'Charles_Darwin', 'Christianity', 'Copper', 'Creationism', 'Detroit%2C_Michigan', 'Earth', 'Economics', 'Electricity', 'Electromagnetic_radiation', 'Engineering', 'Evolution', 'French_language', 'Germany', 'Glasgow', 'Heat', 'Humphry_Davy', 'Ice', 'Ireland', 'Iron', 'Isaac_Newton', 'James_Clerk_Maxwell', 'Life', 'Lisbon', 'London', 'Marie_Curie', 'Mathematics', 'Mechanical_work', 'Michael_Faraday', 'Netherlands', 'Niagara_Falls', 'Nikola_Tesla', 'Oxford', 'Paris', 'Philosophy', 'Physics', 'Planet', 'Privy_Council_of_the_United_Kingdom', 'Quantum_mechanics', 'Scotland', 'Solar_System', 'Special_relativity', 'Sun', 'Thermodynamics', 'Westminster_Abbey']"
William_Wilberforce,united kingdom,17,5.0,"['Anglicanism', 'Atlantic_slave_trade', 'Desmond_Tutu', 'University_of_Cambridge', 'William_Pitt_the_Younger']",27.0,"['Africa', 'Anglican_Communion', 'Archbishop_of_Canterbury', 'Atlantic_slave_trade', 'Bath%2C_Somerset', 'Bible', 'British_East_India_Company', 'British_House_of_Commons', 'Cambridge', 'English_poetry', 'France', 'French_Revolution', 'French_language', 'Genoa', 'George_III_of_the_United_Kingdom', 'House_of_Lords', 'India', 'Italy', 'Liverpool', 'London', 'Napoleonic_Wars', 'Parliament_of_the_United_Kingdom', 'Sierra_Leone', 'Slavery', 'Switzerland', 'Westminster_Abbey', 'York']"
Wind,united states,105,33.0,"['1980_eruption_of_Mount_St._Helens', 'Aircraft', 'Alternation_of_generations', 'Antelope', 'Avalanche', 'Chew_Valley', 'Cloud', 'Comet', 'Craters_of_the_Moon_National_Monument_and_Preserve', 'Dance', 'Dune', 'Energy', 'England', 'Eye_%28cyclone%29', 'Faroe_Islands', 'Garden', 'History_of_the_Grand_Canyon_area', 'Hot_air_balloon', 'House', 'Humanities', 'Landform', 'Mendip_Hills', 'Natural_disaster', 'Norfolk_Island', 'North_Atlantic_oscillation', 'Petroleum', 'Poison_gas_in_World_War_I', 'Rotterdam', 'Season', 'Soils_retrogression_and_degradation', 'Tornado', 'Tropical_cyclone', 'Weather']",21.0,"['Antarctica', 'Athens', 'Brazil', 'Cuba', 'Earth', 'Earth%27s_atmosphere', 'Geography', 'Gibraltar', 'Global', 'Greek_mythology', 'Greenland', 'Ice_sheet', 'India', 'Mongolia', 'Perth%2C_Western_Australia', 'Philippines', 'Radar', 'Thunderstorm', 'Tornado', 'Tropical_cyclone', 'Tropics']"
Windows_2000,united states,62,10.0,"['Architecture_of_Windows_NT', 'Automated_teller_machine', 'Btrieve', 'ITunes', 'Intel_Corporation', 'Internet_Explorer', 'Microsoft_Windows', 'Mozilla_Firefox', 'Windows_Vista', 'Windows_XP']",9.0,"['Arabic_language', 'Central_processing_unit', 'English_language', 'Hebrew_language', 'Linux', 'Microsoft', 'Microsoft_Windows', 'North_America', 'Windows_XP']"
Windows_Vista,,143,7.0,"['Architecture_of_Windows_NT', 'Calligraphy', 'Internet_Explorer', 'Microsoft_Windows', 'Mozilla_Firefox', 'Spyware', 'Windows_XP']",12.0,"['Bill_Gates', 'European_Union', 'Internet_Explorer', 'Microsoft', 'Microsoft_Windows', 'Phishing', 'RSS_%28file_format%29', 'Spyware', 'United_States_dollar', 'Virus', 'Windows_2000', 'Windows_XP']"
Windows_XP,united states,147,18.0,"['Architecture_of_Windows_NT', 'Automated_teller_machine', 'Btrieve', 'Fedora_Core', 'ITunes', 'Internet_Explorer', 'Jackdaw', 'Linux', 'Macintosh', 'Microsoft_Windows', 'Mozilla_Firefox', 'Nintendo_DS', 'Scotch_College%2C_Perth', 'Speech_synthesis', 'Spyware', 'Ubuntu_%28Linux_distribution%29', 'Windows_2000', 'Windows_Vista']",14.0,"['Asia', 'Bluetooth', 'Central_processing_unit', 'European_Union', 'Internet', 'Internet_Explorer', 'Language', 'Linux', 'Microsoft', 'Microsoft_Windows', 'New_Zealand', 'South_America', 'Windows_2000', 'Windows_Vista']"
Windsor_Castle,united kingdom,57,29.0,"['British_monarchy', 'Buckingham_Palace', 'Charles_I_of_England', 'Christopher_Wren', 'Concorde', 'Crown_Jewels_of_the_United_Kingdom', 'Edward_III_of_England', 'Edward_IV_of_England', 'Edward_I_of_England', 'Edward_VIII_of_the_United_Kingdom', 'Edward_VII_of_the_United_Kingdom', 'Elizabeth_II_of_the_United_Kingdom', 'England', 'George_III_of_the_United_Kingdom', 'George_IV_of_the_United_Kingdom', 'George_VI_of_the_United_Kingdom', 'George_V_of_the_United_Kingdom', 'Henry_I_of_England', 'Henry_VIII_of_England', 'Henry_VI_of_England', 'Horatio_Nelson%2C_1st_Viscount_Nelson', 'Order_of_the_Garter', 'Order_of_the_Thistle', 'The_Last_Supper_%28Leonardo%29', 'Tower_of_London', 'Venus_and_Adonis_%28opera%29', 'Victoria_of_the_United_Kingdom', 'Westminster_Abbey', 'William_IV_of_the_United_Kingdom']",37.0,"['20th_century', 'Baroque', 'Black_Death', 'British_monarchy', 'Buckingham_Palace', 'Charles_II_of_England', 'Chestnut', 'Edinburgh', 'Edward_III_of_England', 'Edward_VIII_of_the_United_Kingdom', 'Edward_VII_of_the_United_Kingdom', 'Edward_VI_of_England', 'Elizabeth_II_of_the_United_Kingdom', 'Elizabeth_I_of_England', 'England', 'George_IV_of_the_United_Kingdom', 'George_VI_of_the_United_Kingdom', 'George_V_of_the_United_Kingdom', 'Henry_III_of_England', 'Henry_II_of_England', 'Henry_I_of_England', 'Henry_VIII_of_England', 'Henry_VII_of_England', 'John_of_England', 'London', 'Magna_Carta', 'Manorialism', 'Napoleon_I_of_France', 'Oliver_Cromwell', 'Order_of_the_Garter', 'Palladian_architecture', 'United_Kingdom', 'Victoria_of_the_United_Kingdom', 'Wars_of_the_Roses', 'William_I_of_England', 'William_and_Mary', 'World_War_I']"
Wine,france,159,58.0,"['Abkhazia', 'Acetic_acid', 'Adelaide', 'Ancient_Egypt', 'Ancient_Greece', 'Ancient_Rome', 'Argentina', 'Bacteria', 'Butter', 'California', 'Cheese', 'Christian_monasticism', 'Civilization', 'Coffee', 'Cyclops', 'Dandelion', 'Dayuan', 'Diego_Vel%C3%A1zquez', 'Distilled_beverage', 'Domestic_goat', 'Ethanol', 'Fishing', 'Fruit', 'Georgia_%28country%29', 'Grape_seed_oil', 'History_of_Cape_Colony_from_1806_to_1870', 'History_of_South_Africa', 'Hundred_Years%27_War', 'John_Calvin', 'Last_Supper', 'Lisbon', 'Makuria', 'Marseille', 'Mesopotamia', 'Mexico', 'Mikhail_Gorbachev', 'Mustard_seed', 'Nineteen_Eighty-Four', 'Ordination_of_women', 'Oregon', 'Plant', 'Polish-Lithuanian_Commonwealth', 'Portsmouth', 'Race', 'Riesling', 'Saffron', 'San_Marino', 'Santorini', 'Screw', 'South_Africa', 'Sulfur', 'Tea', 'Thomas_Jefferson', 'Tourism', 'Trade_and_usage_of_saffron', 'Vienna', 'Woodruff', 'Yeast']",68.0,"['Alcohol', 'Almond', 'Ancient_Egypt', 'Ancient_Greece', 'Ancient_Rome', 'Anglicanism', 'Apple', 'Apricot', 'Argentina', 'Armenia', 'Asparagus', 'Asthma', 'Australia', 'Beer', 'Bronze_Age', 'California', 'Carbon_dioxide', 'Chile', 'Christianity', 'Citrus', 'Croatia', 'Eastern_Orthodox_Church', 'Egypt', 'England', 'Ethanol', 'Europe', 'Fatty_acid', 'France', 'Fruit', 'Georgia_%28country%29', 'Germany', 'Globalization', 'Great_Britain', 'Homer', 'Honey', 'Hungary', 'Iran', 'Islam', 'Italy', 'Jew', 'Jordan', 'Judaism', 'Latin', 'Latin_America', 'Lemon', 'Mesopotamia', 'New_Zealand', 'North_America', 'Nutmeg', 'Old_English_language', 'Plum', 'Poetry', 'Portugal', 'Pottery', 'Riesling', 'Roman_Catholic_Church', 'Romania', 'Salt', 'South_Africa', 'Spain', 'Sumer', 'Sweden', 'Tobacco', 'Treaty_of_Versailles', 'Turkey', 'United_States', 'Vanilla', 'Yeast']"
Winfield_Scott_%28ship%29,united states,0,,,10.0,"['California', 'First_Transcontinental_Railroad', 'Gold', 'Iron', 'New_York_City', 'Panama', 'Panama_Canal', 'San_Francisco%2C_California', 'South_America', 'World_War_II']"
Winfield_Scott_Hancock,united states,8,4.0,"['American_Civil_War', 'Bill_Clinton', 'James_Garfield', 'Northern_Pacific_Railway']",9.0,"['American_Civil_War', 'Andrew_Johnson', 'Battle_of_Gettysburg', 'California', 'Florida', 'James_Garfield', 'President_of_the_United_States', 'Ulysses_S._Grant', 'Washington%2C_D.C.']"
Winston_Churchill,united kingdom,176,85.0,"['Adolf_Hitler', 'Alan_Turing', 'Alfred_the_Great', 'Arthur_Ernest_Percival', 'Arthur_Wellesley%2C_1st_Duke_of_Wellington', 'Attack_on_Pearl_Harbor', 'BBC_television_drama', 'Bangalore', 'Barbary_Macaque', 'Battle_of_Britain', 'Battle_of_France', 'Battle_of_Jutland', 'Battle_of_Normandy', 'Battle_of_the_Bulge', 'Bretton_Woods_system', 'Cold_War', 'Colditz_Castle', 'David_Cameron', 'Dwight_D._Eisenhower', 'Edmund_Burke', 'Edward_Gibbon', 'Edward_VII_of_the_United_Kingdom', 'Elizabeth_II_of_the_United_Kingdom', 'Elvis_Presley', 'England', 'Erwin_Rommel', 'European_Union', 'Franklin_D._Roosevelt', 'Genealogy', 'George_VI_of_the_United_Kingdom', 'Harold_Macmillan', 'Harold_Wilson', 'Harry_S._Truman', 'History_of_Singapore', 'History_of_South_Africa', 'History_of_nuclear_weapons', 'Horatio_Nelson%2C_1st_Viscount_Nelson', 'Iraq_and_weapons_of_mass_destruction', 'Isambard_Kingdom_Brunel', 'James_Callaghan', 'Joel_Brand', 'John_Howard', 'Joseph_Stalin', 'Katyn_massacre', 'Kenya', 'Liberalism', 'List_of_Prime_Ministers_of_the_United_Kingdom', 'Maputo', 'National_Gallery%2C_London', 'Nelson_Mandela', 'Niccol%C3%B2_Machiavelli', 'Niels_Bohr', 'Northern_Ireland', 'Order_of_the_Thistle', 'Palace_of_Westminster', 'Parrot', 'Persian_Empire', 'Polish-Soviet_War', 'Pope_Pius_XII', 'Pretoria', 'Prime_Minister_of_the_United_Kingdom', 'Republic_of_China', 'Richard_O%27Connor', 'Richard_Stallman', 'Robert_Peel', 'Sardar_Vallabhbhai_Patel', 'St_Paul%27s_Cathedral', 'Stanley_Baldwin', 'Stuttering', 'Tank', 'Tehran', 'Tobacco_smoking', 'Tony_Blair', 'Trafalgar_Square', 'United_Nations', 'University_of_Bristol', 'Vernon_Kell', 'Vivien_Leigh', 'Westminster_Abbey', 'William_Ewart_Gladstone', 'William_Gladstone', 'William_III_of_England', 'World_War_II', 'Yes_Minister', 'Zionism']",98.0,"['Aachen', 'Adolf_Hitler', 'Arab-Israeli_conflict', 'Arthur_Wellesley%2C_1st_Duke_of_Wellington', 'Battle_of_Britain', 'Benito_Mussolini', 'Benjamin_Disraeli%2C_1st_Earl_of_Beaconsfield', 'Berlin', 'Berlin_Wall', 'Blitzkrieg', 'Bucharest', 'Budapest', 'Bulgaria', 'Calgary', 'Canada', 'Capitalism', 'Cold_War', 'Communism', 'Cuba', 'David_Cameron', 'Dundee', 'Edward_VIII_of_the_United_Kingdom', 'England', 'Ernest_Hemingway', 'European_Union', 'Fascism', 'Fencing', 'Franklin_D._Roosevelt', 'Germany', 'Gordon_Brown', 'Greece', 'Harold_Macmillan', 'Harold_Wilson', 'Harry_S._Truman', 'History_of_the_world', 'House_of_Lords', 'Hungary', 'India', 'Indian_independence_movement', 'Invasion_of_Grenada', 'James_Callaghan', 'John_F._Kennedy', 'John_Maynard_Keynes', 'Joseph_Stalin', 'Kenya', 'Leicester', 'London', 'Mahatma_Gandhi', 'Maputo', 'Margaret_Thatcher', 'Mark_Twain', 'Marshall_Plan', 'Mesopotamia', 'Moscow', 'NATO', 'Nairobi', 'Order_of_the_Garter', 'Ottawa', 'Parliament_of_the_United_Kingdom', 'Peaceful_coexistence', 'People%27s_Republic_of_China', 'Portugal', 'Pound_sterling', 'Prague', 'Pretoria', 'Prime_Minister_of_the_United_Kingdom', 'Republic_of_Ireland', 'Robert_Gascoyne-Cecil%2C_3rd_Marquess_of_Salisbury', 'Robert_Peel', 'Romania', 'Royal_Air_Force', 'Russia', 'Samuel_Beckett', 'Second_Boer_War', 'Singapore', 'South_Africa', 'Space_Race', 'St_Paul%27s_Cathedral', 'Stanley_Baldwin', 'Stroke', 'Sweden', 'Tank', 'Theodore_Roosevelt', 'Tony_Blair', 'Trafalgar_Square', 'Ukraine', 'University_of_Bristol', 'University_of_Cambridge', 'Vancouver', 'Victoria_Cross', 'Vienna', 'Vietnam_War', 'Water', 'William_Ewart_Gladstone', 'William_Pitt_the_Younger', 'World_War_I', 'World_War_II', 'Yugoslavia']"
Winston_Tunnel,united states,0,,,3.0,"['Chicago', 'Chicago_and_North_Western_Railway', 'World_War_I']"
Winter,germany,101,58.0,"['2005_Kashmir_earthquake', 'Amarillo%2C_Texas', 'Antarctic_krill', 'Australian_rules_football', 'Autumn', 'Battle_of_the_Somme_%281916%29', 'Belarus', 'Bhutan', 'Bucharest', 'California', 'Cape_Town', 'Copenhagen', 'Delhi', 'Denver%2C_Colorado', 'England', 'Feather', 'Florida', 'Gangtok', 'Gaza_Strip', 'Goldcrest', 'Grand_Canyon', 'Great_Wall_of_China', 'History_of_the_Grand_Canyon_area', 'Hong_Kong', 'Houston%2C_Texas', 'Invasion', 'Kigo', 'Leif_Ericson', 'Lemon_balm', 'Los_Angeles%2C_California', 'Louisville%2C_Kentucky', 'Maize', 'Marginated_Tortoise', 'Melbourne', 'Minneapolis%2C_Minnesota', 'Minnesota', 'Montreal', 'North_Atlantic_oscillation', 'Pleiades_%28star_cluster%29', 'Richmond%2C_Virginia', 'Roald_Amundsen', 'S%C3%A3o_Paulo', 'Schizophrenia', 'Season', 'Shoshone_National_Forest', 'Sikkim', 'Soup', 'Spring_%28season%29', 'Summer', 'Surtsey', 'Sydney', 'Tea', 'Tehran', 'Temperate', 'Tropics', 'Varanasi', 'Vegetable', 'Weather']",40.0,"['19th_century', 'American_Civil_War', 'Ancient_Rome', 'Antonio_Vivaldi', 'Astronomy', 'Autumn', 'Badger', 'Bat', 'Bear', 'Beaver', 'Bird', 'C._S._Lewis', 'Earth', 'Europe', 'Fishing', 'Frog', 'Game', 'Germany', 'Greek_mythology', 'Ice', 'Ireland', 'Light', 'Meteorology', 'Mosaic', 'Russia', 'Season', 'Skiing', 'Snow', 'Spring_%28season%29', 'Summer', 'Sun', 'Temperate', 'The_Lion%2C_the_Witch_and_the_Wardrobe', 'Tropics', 'United_Kingdom', 'United_States', 'Vole', 'Water', 'Weasel', 'Zeus']"
Witold_Pilecki,poland,9,3.0,"['Armia_Krajowa', 'History_of_Poland_%281945%E2%80%931989%29', 'The_Holocaust']",17.0,"['Armia_Krajowa', 'Battle_of_Warsaw_%281920%29', 'Belarus', 'Communism', 'Germany', 'Lithuania', 'Nazi_Germany', 'Pneumonia', 'Poland', 'Polish-Soviet_War', 'Russia', 'Skiing', 'Soviet_Union', 'Ukraine', 'Warsaw', 'World_War_I', 'World_War_II']"
Wolfgang_Amadeus_Mozart,austria,169,35.0,"['18th_century', 'Albert_Einstein', 'Antonio_Vivaldi', 'Austria', 'Bassoon', 'Benjamin_Britten', 'Child', 'Clarinet', 'Double_bass', 'Felix_Mendelssohn', 'Fr%C3%A9d%C3%A9ric_Chopin', 'Franz_Schubert', 'Garden', 'Germany', 'Gregorian_chant', 'Igor_Stravinsky', 'Johann_Sebastian_Bach', 'Johann_Wolfgang_Goethe', 'Joseph_Haydn', 'Ludwig_van_Beethoven', 'Munich', 'Norwich', 'Opera', 'Osiris', 'Piano', 'Pope_Benedict_XVI', 'Prague', 'Pyotr_Ilyich_Tchaikovsky', 'Robert_Schumann', 'Romanticism', 'The_Magic_Flute', 'The_Marriage_of_Figaro', 'The_Shawshank_Redemption', 'Tourette_syndrome', 'Vienna']",32.0,"['Aleksandr_Pushkin', 'Austria', 'Baroque', 'Bologna', 'Cello', 'Czech_Republic', 'Denmark', 'Fr%C3%A9d%C3%A9ric_Chopin', 'Franz_Schubert', 'Holy_Roman_Empire', 'Italy', 'Johann_Sebastian_Bach', 'Joseph_Haydn', 'London', 'Ludwig_van_Beethoven', 'Mercury_%28element%29', 'Munich', 'Music', 'Nikolai_Rimsky-Korsakov', 'Opera', 'Paris', 'Piano', 'Prague', 'Pyotr_Ilyich_Tchaikovsky', 'Robert_Schumann', 'The_Hague', 'The_Magic_Flute', 'The_Marriage_of_Figaro', 'Tourette_syndrome', 'Trichinosis', 'Vienna', 'Z%C3%BCrich']"
